Artwork_20,Artwork_21,Artwork_22,Artwork_23,Artwork_24,Artwork_25,Artwork_26,Artwork_27,Artwork_28,Artwork_30
26,77,69,26,55,38,38,36,67,24
53,64,50,36,66,28,71,35,90,40
27,88,60,45,68,57,65,38,21,32
46,56,52,21,24,70,75,29,95,29
19,47,46,28,65,50,48,38,61,26
39,88,62,41,36,55,65,38,86,23
40,54,59,44,26,57,60,38,83,29
18,55,53,35,52,62,35,35,74,25
26,62,54,39,31,61,29,35,60,40
27,73,53,19,34,66,64,35,60,40
25,88,54,50,31,33,69,30,83,29
27,57,63,49,65,81,47,35,80,21
9,62,56,36,61,24,42,33,87,36
49,86,56,20,74,45,47,34,78,35
42,70,52,32,42,56,53,36,82,29
22,82,47,32,57,75,65,34,22,31
38,49,46,31,67,45,25,37,38,25
43,71,48,35,77,36,75,31,32,21
14,90,48,22,75,22,44,36,50,31
34,44,56,39,26,74,43,31,28,26
18,88,56,20,28,69,79,37,48,19
39,43,62,42,36,22,80,31,90,34
23,61,72,50,66,24,71,30,39,32
5,75,61,36,40,30,21,34,88,34
19,49,70,34,21,49,80,33,47,39
45,53,47,34,45,75,64,36,49,20
7,76,50,18,41,55,29,36,42,34
46,55,64,18,37,69,67,34,64,32
54,68,69,46,74,60,79,31,79,29
33,86,59,33,59,73,20,32,50,24
51,52,51,42,22,62,25,35,64,21
48,81,59,42,61,51,39,31,60,28
41,77,70,44,57,66,60,33,64,20
14,62,69,22,48,35,82,34,27,40
5,46,58,50,56,60,52,32,52,27
39,37,57,33,65,51,24,38,88,31
16,74,48,36,43,43,39,31,95,22
15,53,55,16,33,53,21,33,32,38
7,91,59,47,52,81,21,37,47,40
32,42,66,36,29,52,27,37,95,35
29,37,64,24,30,42,46,38,36,34
20,85,69,17,30,30,23,36,35,27
14,83,49,25,25,55,81,37,27,37
5,77,46,41,61,56,78,32,40,34
27,69,55,37,21,54,59,31,30,22
24,43,46,30,73,39,42,37,74,26
17,83,70,47,43,73,76,35,88,20
48,54,70,29,72,66,77,29,63,29
22,70,54,49,33,50,65,33,90,33
20,66,56,30,59,79,54,32,26,21
54,78,59,19,59,65,74,34,23,21
24,63,58,39,25,73,48,29,94,22
45,88,55,47,41,65,56,35,66,29
36,50,57,44,31,80,64,36,83,30
5,59,49,30,53,37,75,38,72,29
18,38,53,21,21,35,77,38,45,24
49,75,47,29,71,30,75,30,56,21
6,86,62,27,42,72,64,35,88,37
31,88,49,45,59,56,55,36,39,37
12,66,59,17,61,79,76,34,95,22
48,82,56,31,23,62,34,33,31,27
8,52,50,39,43,33,58,30,90,21
18,38,47,34,31,24,34,29,44,35
44,37,53,25,47,67,80,31,76,25
27,54,55,48,75,71,36,36,26,32
33,88,62,19,62,80,77,32,52,33
18,39,72,47,64,30,29,33,86,30
6,66,60,26,28,38,70,38,31,24
12,52,55,50,22,59,41,29,22,38
53,79,70,27,38,72,45,36,69,24
16,72,46,26,60,59,23,34,28,31
45,52,66,24,56,40,64,31,53,34
36,79,50,46,27,42,43,32,19,32
21,87,52,34,61,40,56,29,22,23
18,80,61,31,74,50,43,35,65,39
18,52,58,20,75,65,60,34,18,35
41,90,50,22,67,30,48,32,74,22
13,58,47,40,33,52,26,29,44,30
31,83,67,33,28,39,35,29,43,40
17,48,59,23,44,71,49,33,90,24
29,53,46,44,70,37,59,31,39,27
12,68,62,38,54,75,41,37,60,36
39,58,57,39,24,62,83,38,36,34
10,73,71,27,22,62,43,35,28,30
41,76,47,45,77,31,23,32,36,33
43,53,51,38,36,48,66,36,95,23
19,83,51,16,43,81,35,37,54,35
23,54,52,41,40,49,48,31,28,39
17,50,70,33,58,49,60,30,37,40
54,43,71,31,22,42,53,29,24,33
32,66,71,33,68,21,58,33,90,29
7,49,67,37,52,31,73,33,87,27
9,77,54,31,21,33,49,36,64,32
29,64,57,27,52,55,33,29,78,23
9,59,70,30,68,67,72,35,59,38
33,88,46,39,66,65,47,32,86,21
41,49,46,23,75,73,37,32,94,21
7,69,71,47,45,73,24,35,83,25
50,78,54,21,38,57,45,29,23,39
36,77,56,51,60,33,51,31,46,40
22,45,47,19,42,59,50,37,44,36
15,42,63,22,33,76,58,29,22,32
37,37,58,47,66,38,47,35,31,40
52,81,64,29,33,25,21,34,30,23
38,42,69,37,36,56,56,29,82,35
53,37,71,51,48,58,35,32,35,40
11,45,47,21,43,59,28,35,71,28
17,68,56,31,28,79,41,29,83,38
14,67,48,44,46,28,43,30,69,35
42,61,57,33,34,76,67,37,55,29
18,77,50,25,70,73,33,38,31,36
53,76,67,21,37,81,70,33,52,32
46,70,69,48,66,29,41,38,52,30
27,89,58,23,37,53,39,33,66,21
6,68,50,30,21,45,61,31,42,22
27,76,61,30,55,48,34,36,35,34
37,73,54,22,51,43,68,31,82,33
36,48,56,47,50,43,22,36,33,31
47,40,64,28,61,60,74,30,81,20
18,45,59,17,48,25,30,31,84,37
16,45,72,41,55,78,62,38,18,33
4,89,56,43,37,24,82,31,51,28
46,89,61,34,41,39,52,34,50,24
21,53,51,27,21,49,74,29,56,34
28,76,58,48,42,46,60,36,60,30
12,38,47,20,73,45,71,36,56,39
19,56,52,37,50,49,35,33,65,38
53,79,62,28,75,35,37,38,58,33
19,74,69,35,47,39,74,33,77,28
7,50,51,24,22,45,43,33,62,23
31,62,56,22,33,53,25,34,49,30
51,38,70,25,64,43,59,34,90,20
18,64,61,42,42,33,60,32,49,39
49,42,57,22,33,27,67,37,31,37
18,41,66,40,51,25,70,29,21,35
28,38,66,31,47,76,64,37,29,40
53,56,47,35,67,42,59,30,33,24
16,61,67,31,27,41,36,36,19,29
28,76,62,20,43,33,20,36,58,39
53,38,70,37,63,34,24,34,32,26
52,72,69,26,32,53,70,32,84,22
32,65,48,29,70,24,40,35,25,40
49,83,54,36,49,71,78,36,18,35
43,61,62,48,77,37,34,37,76,21
22,63,48,48,60,47,29,36,44,19
52,40,53,33,62,69,23,29,68,26
52,45,59,32,58,67,72,30,49,40
27,83,63,19,42,68,29,37,31,20
52,77,57,35,35,24,33,33,71,29
39,47,65,29,28,70,72,30,51,30
50,70,69,24,22,60,65,35,60,40
26,45,50,29,43,46,39,33,51,22
52,62,53,36,73,30,48,36,30,30
41,68,56,47,60,59,83,37,44,19
43,37,71,25,50,25,46,36,29,24
45,74,59,34,40,29,76,34,71,20
32,84,63,48,45,45,36,34,73,19
19,43,67,24,34,70,59,29,78,19
5,63,53,39,22,61,43,30,56,19
27,37,57,27,37,33,80,38,31,32
15,43,46,47,75,38,40,34,64,34
54,63,50,34,67,62,31,31,51,38
44,66,64,39,22,63,28,38,42,38
51,77,62,21,49,72,25,31,59,39
38,59,60,23,60,57,31,33,44,39
11,69,49,45,23,29,80,31,45,26
5,67,55,23,51,21,67,30,68,24
44,79,62,27,66,29,70,35,19,31
32,63,59,21,53,70,65,31,45,37
34,75,66,35,49,28,48,29,42,25
33,73,50,32,62,54,33,30,84,39
7,44,57,34,69,78,30,29,88,37
6,54,71,49,28,26,22,33,37,39
4,40,46,29,66,33,48,30,74,25
11,71,47,20,51,51,26,29,43,33
7,68,64,42,71,40,68,29,55,34
30,85,48,27,70,31,31,29,82,34
5,76,52,49,32,56,68,36,18,39
9,53,70,45,64,34,42,30,83,25
33,78,57,29,77,35,49,33,35,31
42,42,66,49,73,37,44,29,49,21
16,86,72,43,44,67,62,36,23,39
41,39,58,29,26,66,83,31,67,36
41,39,70,25,65,61,40,29,56,34
10,47,63,40,74,31,77,30,61,38
24,61,53,33,53,59,45,29,38,27
7,88,56,50,43,58,64,37,42,25
45,83,52,48,55,35,20,33,69,24
13,68,67,46,65,31,45,35,61,23
8,58,51,24,71,34,29,29,79,21
16,81,46,42,22,31,83,35,40,30
10,78,50,30,57,53,78,37,91,39
36,87,62,22,34,38,49,38,28,32
12,87,71,36,64,26,33,38,75,31
3,86,51,51,67,73,49,32,49,28
21,39,48,51,49,42,53,31,54,36
27,64,47,32,71,73,83,31,91,39
49,81,62,49,53,57,42,36,93,30
26,41,61,50,69,33,67,38,93,27
38,38,53,48,61,68,81,31,30,24
28,86,64,43,63,57,47,32,27,37
17,56,47,47,69,29,57,37,31,23
26,82,59,22,29,45,46,38,84,24
33,90,70,25,61,39,38,30,18,36
40,48,52,41,61,47,52,38,56,28
11,60,55,20,25,78,69,30,33,39
44,61,51,50,35,74,26,29,33,30
9,84,71,26,63,62,29,36,78,35
6,58,55,27,40,81,26,30,67,35
33,38,67,32,26,56,63,35,36,19
22,53,64,24,73,28,69,33,69,40
32,56,68,17,72,47,67,36,39,36
3,86,62,33,44,47,53,38,70,38
53,86,60,34,48,37,38,38,36,22
52,42,71,21,40,62,63,32,69,27
43,44,71,38,30,60,48,33,92,34
38,81,46,34,26,80,75,35,27,31
28,90,63,51,51,31,70,35,37,28
8,58,68,16,28,50,22,37,57,31
49,77,62,31,33,74,61,35,50,29
41,66,58,44,67,80,75,31,51,30
10,41,53,23,77,44,62,31,76,27
37,76,59,27,30,80,29,30,54,27
10,50,58,40,25,49,30,33,35,36
27,39,56,25,64,35,32,29,20,36
5,80,60,27,46,62,52,34,76,34
42,73,69,27,53,62,31,34,28,39
49,84,47,38,27,53,50,30,51,29
47,83,53,28,43,31,54,30,34,21
54,58,68,37,58,53,48,34,46,32
22,90,67,26,71,35,31,32,93,33
25,66,49,22,33,44,40,31,74,27
12,71,55,32,68,56,28,37,77,20
23,58,54,36,72,60,43,36,30,33
19,62,72,35,61,30,37,33,70,20
28,39,63,21,28,73,83,35,35,24
36,68,69,18,43,31,33,33,31,35
4,51,65,23,65,40,82,32,23,24
23,74,69,24,69,34,27,38,48,22
29,60,61,19,43,27,39,36,43,28
24,78,48,33,26,62,59,34,24,21
6,86,63,33,46,78,70,36,30,21
34,37,48,46,43,75,48,32,23,38
39,79,68,51,41,29,36,36,58,29
34,39,56,46,42,44,51,30,87,24
39,50,52,18,37,36,33,29,70,24
33,46,62,17,50,65,34,30,28,38
14,64,53,47,38,42,26,34,18,33
44,46,53,26,36,37,37,35,61,28
35,56,64,25,64,29,39,32,69,19
12,61,58,36,68,59,31,38,40,26
30,61,60,36,47,59,49,35,43,28
16,66,70,41,54,51,73,38,67,35
11,63,72,49,61,41,44,37,78,40
15,75,63,18,47,27,38,36,30,28
43,81,48,43,61,81,61,35,20,40
21,87,60,20,25,77,33,36,78,39
25,63,68,51,45,77,49,30,54,33
20,71,68,32,47,50,67,32,32,20
50,76,66,25,77,73,74,37,93,19
18,84,72,16,73,38,29,35,50,38
25,60,56,22,63,72,54,37,51,40
45,49,67,34,43,26,35,38,41,23
54,88,62,51,61,28,62,31,42,23
26,43,61,18,69,48,24,38,35,39
12,48,62,16,60,45,57,33,47,20
12,74,69,49,31,65,77,36,63,35
52,87,63,16,54,46,49,33,18,21
43,62,72,50,63,33,45,29,20,37
48,80,57,46,30,76,33,31,84,39
53,66,61,47,53,25,76,33,93,28
39,65,57,21,41,73,70,37,80,39
8,77,65,31,58,24,54,35,83,28
31,90,72,38,37,70,68,36,40,20
14,89,65,23,23,52,40,35,22,33
29,44,64,43,54,22,69,31,65,20
13,69,62,44,25,35,28,30,59,20
52,84,51,27,35,23,78,38,60,28
26,52,48,30,26,71,40,30,59,27
7,74,69,47,77,68,81,33,90,25
46,51,65,23,53,74,40,33,60,40
3,83,69,17,69,46,45,35,40,23
42,49,72,48,39,75,83,33,48,36
30,37,48,37,73,53,56,36,91,28
18,47,48,49,64,76,42,34,56,40
41,86,55,30,52,21,43,36,18,26
4,60,52,30,34,78,61,37,21,38
35,48,58,19,55,65,74,29,37,29
20,38,52,16,61,23,50,32,89,39
31,56,57,33,43,53,59,30,63,21
45,61,54,26,77,59,42,38,59,36
27,90,64,39,38,57,39,30,70,25
22,89,62,41,36,75,29,31,40,30
44,80,50,35,73,63,46,35,85,20
17,43,68,23,68,37,28,38,18,37
35,75,68,27,24,26,33,37,38,34
45,78,56,31,24,37,26,32,32,25
5,77,72,21,70,30,40,32,90,26
48,84,61,44,40,24,64,37,24,24
22,44,52,28,55,21,37,37,34,28
8,50,49,38,57,65,31,30,21,21
12,39,52,48,69,72,56,33,56,27
19,38,55,32,55,76,24,33,41,40
22,72,58,35,46,67,32,37,54,40
8,72,70,25,54,44,71,38,31,35
39,75,59,36,58,65,71,34,75,37
47,76,58,41,28,26,79,31,83,32
53,91,61,25,57,54,63,29,69,19
46,89,68,36,21,34,76,32,63,23
25,76,52,34,63,22,41,29,23,24
50,40,51,48,59,50,23,29,82,36
20,83,53,44,46,39,68,37,64,36
34,68,46,21,66,60,53,37,52,31
24,42,58,32,26,68,67,35,69,31
4,88,48,49,22,50,80,29,94,22
7,80,71,37,70,46,71,35,63,19
50,45,69,33,53,27,53,33,77,33
31,71,57,20,75,76,47,36,68,26
39,85,65,47,77,68,64,33,62,36
36,41,47,21,21,25,78,30,88,28
15,91,61,26,22,22,20,30,42,27
5,76,56,23,70,53,49,31,94,37
6,44,57,44,67,50,60,29,28,21
4,66,53,26,51,32,51,30,65,23
53,44,61,46,51,26,30,36,64,33
35,89,68,24,64,37,74,32,87,26
15,91,52,17,34,22,83,34,81,21
29,75,58,50,24,44,75,30,88,27
13,37,65,41,51,35,49,33,85,33
