Artwork_20,Artwork_21,Artwork_22,Artwork_23,Artwork_24,Artwork_25,Artwork_26,Artwork_27,Artwork_28,Artwork_30
58,38,35,69,32,50,19,53,69,38
55,33,38,87,26,54,30,62,60,33
60,53,54,86,26,58,26,56,73,55
46,37,62,55,34,44,24,58,56,23
41,34,38,94,20,57,23,59,36,48
44,33,36,89,23,51,20,59,66,44
51,33,29,50,33,57,22,62,73,14
62,52,61,94,33,54,30,44,52,52
53,54,52,58,35,43,27,61,50,20
35,46,56,91,16,53,29,44,49,49
35,41,33,81,21,58,21,50,39,57
35,51,56,74,34,46,20,56,48,38
44,46,29,97,21,45,26,51,59,39
55,54,51,67,16,51,25,54,37,54
54,50,57,62,18,45,26,42,62,14
39,40,58,55,28,48,26,63,44,9
37,49,37,57,18,51,22,51,43,30
53,39,53,80,34,42,22,52,40,30
42,34,29,50,30,44,25,51,39,26
35,39,46,60,23,50,24,55,51,53
35,53,63,47,29,43,20,57,68,44
54,36,48,61,36,57,21,46,73,17
45,50,47,97,35,42,30,61,45,12
54,52,62,50,29,44,22,56,44,14
61,42,49,83,32,45,21,49,50,38
56,38,49,64,22,42,26,44,55,17
34,53,61,72,35,44,22,56,66,47
50,42,29,50,22,47,19,41,49,52
50,50,60,89,17,55,23,42,71,14
49,38,60,58,34,55,28,60,65,58
65,39,48,83,35,42,20,52,66,35
47,35,58,78,29,56,30,59,65,16
41,43,30,72,25,45,23,62,63,43
40,36,51,72,28,54,25,61,57,24
42,35,57,88,16,45,26,48,71,40
65,39,64,59,24,57,30,56,61,21
38,52,34,75,22,51,21,58,48,17
46,43,34,64,29,43,29,57,45,52
59,34,31,73,21,48,30,48,39,25
36,41,37,66,33,42,24,56,51,35
39,48,50,51,33,42,19,62,39,47
54,53,37,54,34,46,30,54,75,27
56,34,36,65,26,47,21,50,36,14
63,48,34,61,21,58,27,49,49,17
44,44,37,47,21,45,28,50,56,59
33,45,45,94,27,43,21,46,66,42
43,42,37,89,18,58,28,52,57,53
31,53,42,60,34,58,22,49,45,48
55,42,61,59,24,49,29,58,70,36
39,49,33,67,18,50,26,44,64,12
50,36,50,87,22,56,21,56,63,19
57,42,45,75,31,44,22,51,48,42
35,48,57,91,17,52,27,51,57,18
32,37,29,58,28,47,30,43,59,27
40,47,41,74,24,42,20,46,58,29
42,38,42,67,35,56,26,49,56,28
33,38,39,62,17,48,20,55,52,13
43,42,35,74,15,47,30,44,37,33
45,54,29,66,16,52,20,56,36,23
28,48,52,71,21,50,30,61,51,55
30,35,63,48,25,52,19,48,66,59
32,53,57,62,18,54,22,46,42,59
61,35,53,66,16,46,29,60,40,41
45,52,45,84,19,54,19,60,62,12
35,40,65,82,23,52,22,47,75,18
61,54,46,80,27,47,19,57,58,36
57,50,61,53,30,57,26,63,61,21
38,51,60,69,36,47,26,46,41,37
53,38,38,77,23,43,27,58,76,17
36,44,65,76,26,57,22,60,42,23
30,42,56,74,32,54,25,42,76,36
63,49,37,82,26,50,25,57,74,25
30,49,62,90,24,47,24,57,69,20
28,44,41,90,25,46,22,49,66,13
53,48,46,64,22,43,29,55,55,19
53,33,41,87,24,57,22,50,61,15
61,40,58,70,19,48,26,42,37,30
43,39,37,84,21,42,20,60,63,46
34,35,49,73,17,58,30,43,41,31
45,35,39,62,30,49,24,63,50,53
54,37,41,54,16,44,21,48,67,23
64,33,63,94,29,53,27,41,42,33
61,34,48,78,18,51,25,50,40,34
57,35,42,58,34,43,25,62,48,35
52,49,63,85,22,54,21,62,38,44
64,43,57,73,28,52,21,46,52,24
41,50,52,67,35,43,24,46,66,10
60,50,62,61,25,50,28,59,74,10
41,39,58,70,30,44,25,57,39,35
42,35,39,68,16,54,28,47,76,41
31,47,41,80,35,43,20,63,44,38
49,37,63,55,19,46,26,54,56,44
40,45,34,68,20,45,23,54,36,13
44,38,50,60,31,54,23,48,48,45
48,38,52,97,16,56,20,46,41,33
28,41,36,64,23,56,19,58,49,41
53,52,65,54,31,49,23,51,57,56
57,34,49,51,25,46,29,57,40,22
38,42,51,74,34,56,21,63,71,17
38,54,30,70,16,51,22,41,74,48
58,35,31,79,27,54,29,44,49,51
53,35,36,65,19,48,24,42,61,33
51,51,63,66,30,46,22,53,44,52
56,44,34,71,23,48,27,45,52,23
60,48,58,74,24,52,22,47,37,57
45,43,34,74,18,49,25,47,42,12
56,42,47,52,32,43,22,63,61,9
28,38,51,95,32,57,20,52,56,11
63,40,40,62,26,45,26,51,60,44
61,33,40,96,35,53,19,47,48,12
49,51,31,61,20,48,21,43,59,21
61,51,37,96,26,57,27,61,36,56
58,52,52,50,21,53,21,44,73,34
40,36,64,96,19,47,24,42,55,59
62,33,34,66,16,56,29,46,68,21
49,45,57,76,33,49,25,61,54,12
41,45,41,65,32,42,19,62,43,15
40,39,51,63,26,54,22,56,42,40
30,39,43,87,31,55,23,58,48,20
44,42,32,81,36,42,22,56,59,22
38,38,56,86,28,51,25,46,43,58
46,39,44,81,23,57,19,54,73,58
33,33,35,56,34,58,21,54,71,20
47,43,35,57,24,53,30,41,67,50
35,53,40,48,30,47,29,60,67,34
40,54,34,55,18,54,19,41,58,31
45,47,51,68,22,54,29,50,47,9
35,48,29,64,30,55,22,60,64,44
30,35,38,66,16,47,26,62,67,42
65,42,44,82,34,55,25,57,69,43
31,36,51,73,28,56,22,45,40,37
52,34,35,71,23,47,23,47,54,38
57,37,64,71,22,52,29,55,37,14
48,52,29,59,35,43,28,51,51,29
50,49,43,96,25,49,20,59,69,18
42,41,61,74,26,47,24,61,55,13
33,45,61,67,36,50,20,43,56,29
39,36,29,67,27,50,23,46,62,43
48,46,51,70,28,57,21,58,54,17
61,51,53,96,17,48,30,60,42,51
51,45,65,66,19,44,21,47,66,30
44,50,37,69,31,58,21,58,41,22
48,42,29,61,21,53,24,55,62,49
45,43,48,97,18,57,24,44,44,59
42,34,37,49,34,50,25,42,39,23
65,46,59,79,17,45,26,44,47,19
58,47,65,62,15,42,29,52,67,16
29,37,63,93,24,50,30,63,43,58
60,46,50,68,36,52,19,56,68,13
48,36,63,61,16,42,19,60,63,59
38,53,64,51,22,58,25,42,64,10
35,48,38,88,19,51,23,53,63,25
44,44,41,76,21,46,25,46,43,54
65,42,63,89,31,48,25,51,65,58
48,35,34,57,35,49,28,52,50,41
36,51,60,69,32,49,24,60,48,43
39,50,52,48,16,54,20,58,49,11
63,49,57,84,32,48,24,43,44,59
28,41,62,67,19,42,22,48,38,56
29,44,62,88,28,49,20,43,75,38
65,50,55,49,29,44,25,58,42,45
46,45,56,67,24,57,25,51,44,45
28,40,33,90,22,50,25,56,59,29
62,37,39,78,17,47,22,41,47,13
58,40,61,62,31,47,26,47,48,28
30,52,55,77,20,43,29,46,61,14
41,54,51,93,27,55,24,53,68,31
59,40,54,86,34,43,22,48,50,50
58,34,45,73,24,45,27,50,56,9
35,48,60,59,19,44,28,43,46,22
63,53,29,77,32,55,25,57,67,56
53,33,61,80,24,58,27,51,49,36
29,48,30,95,30,44,24,54,37,17
38,38,45,69,32,50,27,56,65,12
59,48,52,71,30,50,22,56,48,43
38,42,40,85,35,48,21,57,40,58
56,46,34,82,15,55,26,54,68,43
34,39,61,54,31,53,28,53,42,49
63,38,60,90,19,42,26,60,67,46
47,54,54,83,19,46,29,58,47,32
33,37,57,47,30,46,26,62,71,38
45,50,58,77,30,49,26,41,46,47
64,36,32,65,22,54,25,47,37,43
56,43,43,58,26,50,20,48,76,29
57,45,50,49,23,58,20,58,36,56
58,40,37,62,27,57,20,55,39,19
50,42,32,70,29,51,27,54,75,17
52,44,62,70,31,51,24,60,70,32
48,46,48,58,17,58,28,60,37,13
29,49,61,56,16,50,29,49,74,46
51,51,46,62,17,45,25,56,64,17
51,51,54,77,20,56,24,54,58,24
33,41,53,72,34,48,30,46,45,29
50,40,41,78,24,56,19,43,67,26
34,35,61,62,24,54,29,56,48,55
52,48,65,59,34,58,23,60,60,49
64,50,48,60,22,55,28,62,71,15
47,34,60,73,36,44,26,55,46,52
48,47,43,89,15,47,23,50,63,17
32,43,42,49,28,52,21,43,72,41
55,53,64,57,21,57,19,43,72,10
41,54,31,78,30,50,23,43,42,19
55,51,38,70,36,55,25,46,65,23
43,47,64,62,36,53,23,44,54,34
43,35,38,54,34,51,19,45,66,49
50,48,45,90,20,54,24,46,74,19
64,47,50,51,18,57,30,57,36,46
47,53,63,84,22,55,22,50,75,41
65,39,55,72,25,44,22,61,38,24
64,42,39,94,23,56,23,50,39,28
47,50,52,88,25,42,28,57,58,29
34,39,44,56,28,44,20,47,63,41
29,33,50,48,15,46,24,59,41,49
45,40,53,76,33,48,25,61,42,56
59,53,31,88,23,54,23,62,50,16
42,35,39,85,21,42,27,52,61,13
28,52,36,72,35,44,23,56,42,20
50,39,64,67,22,56,23,47,74,41
34,39,61,96,31,52,30,61,48,50
59,48,44,96,36,57,23,46,69,45
36,44,42,97,22,45,25,47,72,36
41,37,43,59,35,53,28,53,44,23
34,33,36,48,29,49,27,46,64,27
44,40,35,58,15,42,28,44,67,42
46,47,48,47,19,54,29,51,66,24
55,53,49,67,22,43,30,42,41,42
64,44,29,57,33,49,23,63,38,49
64,41,38,92,33,42,21,60,50,40
37,37,36,48,18,48,30,53,76,20
38,54,58,75,21,48,27,51,73,31
51,33,37,66,35,46,29,48,50,28
61,44,33,56,34,52,21,53,72,15
31,48,46,51,26,46,30,42,46,10
52,43,53,93,24,49,24,57,75,18
29,50,61,82,25,55,26,55,74,58
65,34,31,89,17,43,20,41,41,19
49,35,31,62,19,45,21,41,63,36
56,42,32,48,24,52,26,48,60,50
44,37,42,63,36,44,29,54,53,39
64,44,45,61,28,50,28,57,69,38
60,34,51,85,35,51,23,41,40,26
44,34,36,74,20,48,26,55,50,26
38,43,33,57,26,47,20,48,58,14
62,33,48,59,17,42,20,44,72,43
40,33,39,69,34,54,19,52,74,16
62,45,60,90,21,57,28,55,38,12
43,44,56,87,20,56,25,58,49,59
37,52,49,75,28,49,30,61,37,48
57,54,36,85,26,52,30,58,69,44
64,47,52,63,24,52,26,53,42,41
39,41,57,81,17,47,20,42,39,49
55,39,31,87,15,54,25,43,62,55
53,50,35,85,16,54,20,57,64,19
30,39,29,58,24,50,28,62,45,31
46,41,43,84,17,50,30,56,41,50
57,47,60,89,24,57,30,60,53,10
39,42,45,76,16,44,19,46,72,55
32,54,32,90,32,46,27,49,65,24
30,53,41,90,15,53,23,60,73,59
54,45,43,59,15,44,19,46,57,27
58,36,65,73,35,48,26,43,71,27
47,44,41,64,18,53,24,47,44,38
62,41,55,57,24,54,24,59,69,50
42,35,34,77,34,49,21,47,59,35
48,35,59,64,34,55,24,50,51,56
64,41,44,66,17,54,23,42,49,48
28,40,31,57,16,46,26,48,40,38
59,53,31,62,26,56,20,61,44,9
58,50,39,79,21,54,29,59,61,47
65,44,30,59,36,48,22,60,47,20
40,45,36,72,19,46,27,61,75,20
44,39,47,73,32,42,25,58,44,35
57,38,41,53,19,55,28,61,43,18
51,35,32,69,16,52,24,43,50,16
51,38,50,74,15,43,30,54,63,34
63,38,32,94,20,57,27,63,60,53
44,34,34,71,19,45,23,54,60,43
33,37,39,82,16,48,30,61,62,23
56,33,46,50,20,56,26,62,52,38
51,35,53,88,19,49,22,48,52,27
59,33,49,93,33,56,24,63,50,10
43,44,40,67,25,56,28,48,66,33
43,40,42,75,24,56,21,43,44,37
29,52,49,82,16,55,23,49,70,47
38,48,58,77,27,50,29,57,69,54
41,46,57,78,20,50,25,56,59,53
47,35,43,48,27,57,22,45,37,41
58,49,32,70,33,47,24,56,55,40
48,53,38,47,21,54,27,61,63,31
64,34,60,74,18,49,30,54,73,31
34,50,65,54,21,42,24,52,60,10
59,54,29,66,18,55,29,48,54,56
45,40,36,80,17,57,21,51,47,26
48,39,63,47,36,43,20,55,53,29
41,35,31,89,22,51,24,54,51,22
47,39,61,48,31,50,23,50,47,15
47,38,34,93,23,57,22,56,66,26
44,47,52,95,27,58,20,41,50,41
58,51,36,71,34,55,27,62,53,9
29,54,32,77,18,58,20,60,46,43
38,36,30,66,21,50,23,49,48,37
53,38,59,72,24,56,23,51,57,57
60,42,35,87,19,56,19,55,60,39
32,48,35,52,36,47,23,62,40,14
52,40,37,81,22,44,24,54,74,41
51,53,48,63,31,56,20,45,45,33
42,48,33,71,30,58,24,42,43,13
36,37,61,72,26,53,29,42,42,51
44,47,59,71,35,50,25,63,43,38
58,45,42,51,29,54,25,54,45,28
62,37,53,58,21,46,27,51,39,43
33,36,64,74,26,45,25,56,72,17
47,49,49,57,16,56,29,50,57,19
29,52,61,85,35,43,30,44,56,49
39,49,37,66,35,45,19,50,58,50
54,43,63,81,27,56,24,57,72,36
39,41,44,60,32,44,21,51,59,58
47,49,64,60,16,50,25,54,69,40
40,42,61,89,19,53,20,62,56,33
47,53,30,95,30,48,20,46,53,34
64,51,62,49,22,48,24,43,60,54
43,37,47,96,23,54,29,41,73,32
40,38,47,65,15,49,22,43,68,36
50,38,47,94,28,50,21,51,49,36
58,48,50,60,33,50,27,46,72,59
33,52,29,86,16,53,24,61,49,48
37,39,59,49,31,46,25,59,45,54
33,39,39,72,32,57,21,50,55,37
52,34,42,77,30,54,30,50,42,26
58,52,42,75,23,54,28,63,60,54
61,34,60,93,36,42,25,53,71,12
42,48,37,86,16,56,22,41,41,17
44,47,65,47,22,58,27,54,68,49
46,48,41,52,33,58,24,41,40,58
64,51,60,92,21,50,19,61,42,57
53,36,56,78,25,57,20,60,38,56
34,33,60,93,18,54,22,55,51,49
57,39,48,74,25,48,30,60,67,21
63,51,65,52,24,50,21,53,37,38
41,45,52,97,17,53,29,57,51,29
54,37,49,77,33,55,25,62,59,40
57,48,43,71,32,54,20,59,53,59
44,42,59,62,35,52,25,57,44,37
63,40,49,47,28,42,22,41,51,33
31,33,39,78,35,53,23,55,40,14
64,54,58,86,32,52,20,50,47,36
56,50,63,49,22,50,26,63,55,52
46,45,38,67,16,54,30,62,56,12
55,48,58,74,30,51,19,59,60,12
30,49,65,78,24,53,23,62,73,30
62,41,63,56,31,44,22,60,59,20
34,39,40,57,17,54,23,50,63,25
35,48,37,65,23,43,26,57,49,17
58,52,57,81,22,50,28,63,65,53
51,48,29,77,36,46,27,41,74,46
37,51,64,57,19,50,26,60,40,55
59,51,56,67,20,53,21,48,45,13
61,41,42,81,29,47,26,62,51,14
45,34,38,51,29,44,27,45,58,52
28,50,63,76,22,46,27,63,41,59
35,36,31,88,16,56,29,56,36,31
28,49,58,81,36,46,20,52,38,10
32,47,54,88,26,51,27,58,44,34
57,36,53,87,36,49,25,44,50,34
49,54,65,72,34,52,22,60,52,45
50,38,55,51,22,47,25,56,44,37
64,41,39,96,18,54,27,54,43,21
30,51,53,78,35,43,26,41,48,22
48,33,56,61,16,52,21,46,42,14
53,46,48,55,24,54,24,49,44,54
45,43,51,91,36,43,27,62,64,20
57,53,33,69,30,48,23,61,50,42
43,47,46,91,20,49,25,48,39,49
37,42,43,74,19,53,23,58,65,15
34,38,33,60,19,55,23,50,61,20
53,40,43,61,36,52,26,41,61,35
32,45,37,81,20,58,23,51,39,10
29,48,55,47,16,48,21,62,55,25
49,54,60,87,19,53,28,52,43,25
39,33,57,79,27,53,22,42,70,58
63,54,54,81,19,55,22,55,75,18
41,33,30,72,33,55,23,44,62,25
28,39,41,67,27,45,19,45,53,31
47,49,34,64,31,44,28,47,38,47
57,54,30,48,28,50,29,55,42,22
60,37,49,97,20,43,23,56,45,16
30,44,44,80,19,52,28,52,38,57
62,52,30,82,28,44,30,55,67,44
30,36,61,55,36,53,24,41,49,45
51,46,39,93,20,52,25,58,72,27
47,37,64,53,25,43,20,50,51,38
54,38,35,78,15,56,19,43,73,18
46,41,57,69,18,48,22,48,41,56
48,41,31,53,31,56,28,41,43,53
49,40,60,64,29,47,29,63,37,26
55,45,65,79,26,43,30,55,40,27
57,42,30,60,15,42,26,43,45,53
49,45,30,70,26,54,30,51,53,10
41,39,62,81,26,48,21,46,64,23
53,53,63,77,16,48,20,41,59,50
48,35,54,95,19,56,22,49,39,36
58,43,49,75,17,56,21,47,55,15
39,34,59,86,19,57,22,54,63,17
34,35,31,49,21,54,27,49,39,54
62,42,55,94,29,45,30,61,45,31
43,43,34,81,31,45,22,45,65,59
61,34,47,49,30,53,30,56,74,47
50,44,37,95,15,42,19,52,38,57
33,49,52,48,34,52,24,47,64,58
49,35,54,56,33,46,27,45,47,34
50,47,32,50,27,53,19,44,62,18
33,47,46,49,18,51,29,54,73,20
37,54,60,71,16,46,22,44,65,26
40,43,37,97,30,47,30,62,76,16
55,46,62,67,23,45,24,41,57,43
49,44,46,86,24,49,20,50,49,24
62,37,47,75,24,49,27,59,67,29
45,41,39,96,20,56,30,43,39,17
48,50,40,88,27,51,24,58,54,17
34,49,60,65,21,50,26,56,46,31
58,46,38,96,34,45,22,60,52,16
37,43,51,52,32,49,21,43,66,20
56,36,45,92,17,57,19,52,50,15
54,54,38,55,29,44,22,52,52,13
62,46,46,54,33,56,27,52,68,20
40,48,59,72,29,54,27,46,62,37
38,51,34,82,28,42,29,49,70,10
44,44,59,51,16,42,23,46,40,39
